ddate,returnid,shipmentid,transactionid
12/30/2014,83406,,
3/6/2017,83878,,
2/15/2015,83415,,
11/29/2016,83736,,
6/2/2014,83604,,
4/25/2014,83489,,
7/17/2016,83110,,
7/30/2015,83631,,
6/3/2016,83006,,
11/13/2016,83125,,
11/15/2015,83164,,
1/1/2015,83320,,
11/22/2016,83609,,
12/17/2016,83896,,
2/18/2015,83807,,
7/29/2015,83301,,
4/19/2015,83256,,
8/6/2016,83238,,
12/3/2016,83137,,
6/4/2014,83055,,
3/16/2015,83911,,
7/31/2014,83058,,
4/26/2015,83888,,
3/3/2015,83577,,
5/10/2015,83291,,
6/25/2014,83948,,
8/15/2015,83407,,
2/9/2015,83047,,
4/25/2016,83744,,
8/21/2015,83559,,
1/24/2017,83710,,
11/13/2016,83957,,
8/21/2016,83558,,
6/24/2015,83536,,
11/29/2016,83674,,
1/23/2016,83842,,
4/13/2015,83130,,
4/26/2014,83362,,
6/20/2016,83162,,
3/14/2016,83946,,
12/23/2015,83007,,
12/8/2016,83892,,
3/21/2015,83673,,
6/3/2014,83478,,
2/12/2016,83490,,
8/1/2015,83422,,
3/15/2015,83565,,
3/29/2016,84059,,
2/2/2016,84188,,
7/18/2015,84021,,
5/12/2016,84429,,
4/17/2016,84128,,
4/19/2014,84184,,
9/14/2016,84469,,
3/17/2015,84498,,
8/14/2015,84692,,
7/20/2016,84100,,
11/27/2014,84703,,
12/24/2014,84859,,
1/30/2016,84380,,
8/27/2016,84283,,
2/28/2015,84545,,
5/30/2014,84664,,
12/31/2014,84308,,
3/19/2016,84536,,
10/25/2016,84752,,
7/17/2014,84530,,
8/6/2016,84498,,
10/23/2014,84957,,
12/13/2014,84964,,
3/21/2017,84613,,
11/12/2016,84357,,
12/15/2015,84966,,
5/13/2015,84366,,
8/2/2016,84242,,
4/13/2016,84858,,
10/29/2014,84842,,
2/18/2017,84287,,
3/30/2016,84078,,
3/13/2015,84677,,
12/24/2014,84652,,
6/19/2014,84243,,
1/12/2017,84786,,
3/24/2017,84176,,
7/4/2016,84810,,
11/12/2014,84945,,
3/20/2017,84977,,
6/19/2016,84155,,
6/6/2015,84959,,
10/26/2015,84317,,
4/6/2014,84031,,
2/28/2016,84249,,
2/1/2015,84923,,
9/7/2016,84200,,
1/2/2016,84716,,
6/12/2014,84653,,
2/16/2017,84381,,
8/5/2016,84778,,
3/16/2017,84792,,
10/28/2014,84009,,
3/12/2015,84328,,
6/27/2016,84168,,
10/27/2015,84853,,
2/7/2017,84607,,
3/9/2017,84256,,
7/9/2016,84184,,
5/25/2015,84828,,
8/3/2016,84524,,
9/23/2014,84236,,
4/27/2015,84379,,
4/18/2014,84529,,
2/4/2015,84216,,
1/14/2017,84453,,
10/10/2015,84059,,
11/25/2015,84516,,
7/27/2015,84632,,
6/24/2016,84950,,
9/2/2014,84423,,
5/4/2015,84190,,
9/30/2014,84249,,
8/5/2016,84548,,
3/29/2016,84699,,
11/11/2015,84275,,
3/9/2015,84883,,
12/26/2014,84041,,
12/16/2014,84085,,
4/26/2015,84912,,
2/1/2015,84636,,
10/12/2016,84672,,
9/11/2014,84534,,
12/17/2014,84399,,
4/22/2014,84694,,
1/4/2015,84037,,
5/17/2016,84713,,
1/12/2016,84662,,
2/11/2017,84347,,
2/3/2015,84873,,
12/21/2016,84526,,
2/11/2015,84363,,
6/30/2016,84974,,
8/30/2016,84065,,
7/23/2016,85000,,
10/5/2016,84307,,
4/18/2015,84343,,
6/22/2014,84283,,
3/12/2016,84580,,
10/15/2014,84045,,
10/8/2016,84201,,
9/27/2016,84166,,
3/8/2017,84942,,
12/17/2016,84013,,
7/2/2015,84439,,
9/17/2015,84612,,
1/7/2015,84985,,
4/23/2014,84069,,
5/19/2014,84389,,
6/25/2015,84224,,
2/25/2017,84134,,
12/13/2014,84838,,
5/19/2016,84591,,
3/23/2015,84116,,
2/24/2016,84098,,
11/9/2015,84055,,
5/21/2016,84135,,
9/22/2015,84081,,
6/2/2016,84395,,
1/25/2017,84614,,
1/13/2015,84065,,
6/20/2015,84170,,
10/12/2014,84282,,
9/26/2016,84526,,
12/7/2014,84725,,
12/31/2014,84172,,
5/5/2016,84762,,
6/15/2015,84908,,
8/15/2015,84436,,
9/23/2014,84390,,
10/18/2015,84221,,
7/28/2016,84144,,
7/7/2015,84291,,
7/9/2014,84136,,
1/6/2016,84021,,
6/3/2014,84248,,
10/28/2015,84775,,
5/4/2015,84505,,
7/2/2014,84590,,
12/22/2014,84205,,
8/17/2016,84203,,
11/3/2014,84606,,
8/17/2015,84557,,
9/24/2016,84992,,
1/13/2015,84892,,
12/27/2015,84233,,
12/23/2015,84085,,
4/9/2015,84096,,
2/21/2015,84682,,
12/12/2015,84222,,
5/3/2014,84959,,
7/2/2016,84485,,
5/29/2016,84530,,
11/17/2014,84127,,
11/12/2015,84187,,
2/16/2016,84214,,
7/11/2014,84038,,
9/21/2016,84395,,
9/20/2015,84704,,
3/25/2016,84944,,
7/13/2016,84371,,
3/12/2017,84139,,
12/4/2016,84503,,
9/22/2014,84498,,
2/9/2017,84081,,
3/20/2015,84215,,
4/12/2015,84882,,
10/5/2016,84132,,
12/17/2016,84506,,
3/12/2016,84851,,
11/5/2016,84069,,
12/27/2016,84539,,
3/8/2016,84152,,
12/30/2014,84829,,
5/3/2016,84486,,
12/16/2016,84832,,
6/15/2015,84010,,
7/3/2015,84530,,
5/22/2016,84752,,
2/28/2017,84921,,
6/12/2016,84706,,
1/10/2016,84340,,
4/20/2016,84216,,
7/5/2015,84077,,
7/10/2014,84698,,
9/3/2014,84494,,
7/13/2016,84787,,
10/17/2016,84043,,
8/30/2015,84719,,
4/14/2016,84009,,
6/1/2016,84525,,
11/17/2015,84767,,
5/18/2016,84174,,
2/22/2015,84808,,
5/1/2015,84064,,
6/18/2015,84008,,
9/23/2016,84644,,
5/24/2015,84933,,
3/15/2016,84170,,
5/6/2015,84006,,
6/20/2015,84151,,
2/4/2016,84872,,
5/28/2016,84516,,
6/20/2016,84157,,
2/8/2016,84810,,
3/11/2016,84840,,
11/21/2015,84279,,
11/6/2015,84880,,
6/7/2015,84923,,
5/12/2014,84407,,
7/29/2014,84564,,
2/9/2017,84833,,
2/10/2015,84837,,
4/20/2014,84779,,
4/3/2015,84330,,
9/8/2015,84289,,
12/7/2015,84956,,
3/27/2017,84399,,
5/14/2015,84672,,
7/6/2016,84779,,
8/18/2016,84695,,
4/18/2016,84750,,
3/20/2017,84028,,
12/29/2015,84094,,
6/29/2014,84771,,
7/8/2014,84842,,
11/3/2014,84424,,
10/19/2014,84189,,
7/3/2016,84718,,
6/4/2016,84169,,
7/5/2015,84741,,
4/5/2014,84321,,
6/4/2014,84200,,
12/23/2014,84699,,
9/22/2016,84141,,
8/14/2016,84108,,
7/30/2014,84010,,
8/6/2014,84173,,
1/1/2017,84321,,
12/29/2015,84686,,
8/30/2015,84630,,
6/17/2014,84844,,
2/25/2016,84969,,
12/15/2016,84164,,
7/14/2016,84382,,
3/30/2015,84398,,
5/12/2015,84890,,
1/25/2017,84134,,
8/19/2014,84405,,
2/18/2017,84909,,
12/12/2015,84756,,
12/14/2014,84225,,
1/29/2017,84517,,
3/27/2015,84741,,
7/29/2015,84959,,
2/18/2015,84188,,
6/6/2014,84092,,
7/14/2016,84997,,
1/8/2015,84293,,
8/20/2015,84398,,
2/23/2015,84829,,
3/29/2017,84955,,
4/3/2015,84313,,
9/19/2014,84798,,
2/1/2015,84416,,
12/7/2015,84828,,
4/28/2015,84083,,
1/29/2015,84166,,
5/7/2015,84698,,
4/23/2015,84086,,
11/19/2015,84373,,
9/27/2016,84894,,
2/19/2016,84375,,
9/21/2016,84227,,
12/14/2014,84047,,
6/15/2016,84425,,
7/3/2015,84072,,
2/19/2017,84329,,
6/1/2014,84676,,
6/16/2015,84180,,
7/15/2015,84050,,
11/11/2015,84109,,
10/22/2014,84408,,
12/13/2016,84090,,
2/23/2016,84812,,
5/13/2016,84929,,
1/4/2017,84843,,
11/7/2014,84363,,
11/23/2015,84919,,
11/2/2014,84512,,
12/22/2014,84625,,
10/12/2014,84728,,
6/13/2016,84157,,
2/20/2017,84021,,
10/16/2016,84213,,
12/24/2015,84852,,
6/9/2016,84578,,
8/18/2016,84115,,
9/19/2014,84309,,
2/25/2017,84390,,
9/7/2015,84872,,
12/2/2016,84456,,
7/9/2015,84088,,
3/16/2016,84412,,
11/24/2015,84208,,
5/19/2016,84413,,
10/5/2016,84323,,
4/12/2016,84356,,
5/16/2015,84054,,
7/3/2015,84898,,
5/15/2015,84828,,
5/10/2015,84192,,
3/13/2016,84838,,
9/1/2016,84137,,
9/1/2015,84903,,
12/13/2015,84872,,
2/28/2015,84949,,
3/28/2015,84765,,
11/14/2016,84193,,
9/20/2014,84631,,
6/7/2015,84597,,
12/13/2016,84602,,
9/6/2015,84034,,
11/22/2015,84925,,
3/30/2017,84682,,
2/25/2016,84470,,
2/1/2017,84476,,
1/13/2016,84055,,
4/6/2016,84192,,
7/1/2014,84257,,
7/10/2016,84624,,
7/4/2016,84207,,
3/23/2016,84533,,
1/2/2017,84492,,
2/20/2015,84857,,
9/16/2014,84384,,
11/11/2014,84256,,
10/18/2016,84067,,
2/26/2017,84465,,
4/7/2016,84269,,
3/28/2017,84175,,
4/16/2014,84063,,
9/23/2016,84023,,
3/28/2015,84162,,
8/21/2015,84340,,
10/20/2016,84675,,
10/19/2014,84325,,
11/28/2015,84248,,
11/19/2014,84645,,
10/5/2015,84191,,
6/21/2015,84039,,
11/2/2015,84645,,
4/20/2015,84709,,
5/3/2016,84705,,
6/28/2015,84734,,
9/9/2016,84494,,
1/2/2017,84606,,
9/29/2014,84536,,
5/22/2015,84720,,
8/8/2016,84936,,
9/25/2014,84006,,
2/22/2016,84457,,
1/14/2017,84919,,
2/9/2017,84417,,
8/18/2016,84542,,
10/16/2015,84880,,
5/9/2015,84375,,
6/30/2015,84360,,
11/27/2014,84574,,
8/22/2016,84569,,
9/22/2016,84307,,
11/11/2016,84148,,
8/13/2016,84445,,
10/2/2014,84584,,
1/15/2015,84456,,
1/27/2015,84885,,
1/12/2017,84952,,
8/25/2014,84573,,
11/17/2014,84079,,
7/13/2014,84372,,
4/29/2014,84964,,
3/22/2016,84812,,
8/31/2016,84686,,
6/6/2014,84107,,
7/12/2016,84900,,
11/4/2014,84267,,
10/31/2016,84389,,
2/5/2015,84272,,
8/21/2014,84332,,
10/2/2016,84325,,
9/18/2014,84859,,
8/19/2016,84128,,
3/31/2017,84213,,
2/9/2016,84373,,
5/11/2015,84207,,
11/25/2015,84089,,
3/9/2016,84914,,
12/15/2014,84242,,
3/8/2016,84559,,
2/13/2016,84791,,
9/16/2014,84015,,
11/30/2015,84771,,
10/2/2014,84661,,
2/22/2015,84579,,
10/6/2016,84379,,
6/7/2015,84957,,
3/10/2017,84050,,
1/15/2017,84898,,
8/2/2015,84963,,
2/25/2015,84495,,
8/24/2016,84821,,
9/7/2014,84313,,
9/14/2015,84338,,
5/9/2016,84634,,
12/19/2014,84593,,
8/28/2015,84406,,
12/24/2015,84146,,
7/29/2014,84209,,
12/10/2014,84116,,
5/25/2016,84525,,
5/1/2014,84141,,
12/8/2014,84681,,
6/9/2015,84097,,
6/1/2015,84838,,
4/2/2015,84975,,
5/28/2016,84316,,
1/14/2015,84849,,
5/8/2015,84733,,
12/15/2016,84442,,
3/10/2015,84577,,
10/31/2014,84116,,
2/8/2016,84437,,
9/10/2016,84983,,
11/12/2014,84297,,
4/14/2014,84221,,
9/19/2016,84420,,
1/9/2017,84052,,
9/27/2015,84004,,
10/29/2014,84515,,
5/22/2015,84431,,
6/20/2016,84416,,
8/27/2016,84776,,
10/5/2016,84730,,
12/19/2014,84094,,
9/12/2015,84260,,
2/13/2015,84611,,
6/17/2014,84862,,
11/24/2014,84674,,
5/9/2014,84616,,
5/27/2014,84965,,
7/19/2016,84202,,
9/22/2015,84917,,
7/1/2015,84139,,
5/5/2015,84735,,
4/18/2016,84635,,
2/5/2016,84042,,
8/1/2016,84581,,
6/14/2014,84115,,
4/25/2016,84187,,
4/10/2016,84583,,
12/6/2014,84692,,
2/10/2017,84272,,
1/29/2017,84746,,
10/15/2014,84421,,
4/19/2016,84723,,
4/28/2014,84694,,
3/15/2017,84309,,
4/19/2014,84360,,
5/29/2015,84211,,
4/19/2016,84332,,
12/26/2015,84448,,
12/11/2016,84578,,
10/7/2016,84125,,
8/22/2014,84362,,
6/24/2014,84355,,
7/19/2014,84769,,
2/8/2017,84389,,
1/13/2015,84536,,
9/25/2014,84007,,
1/30/2015,84375,,
7/29/2014,84131,,
12/26/2014,84619,,
1/6/2017,84257,,
3/21/2016,84612,,
2/12/2015,84750,,
7/31/2014,84827,,
6/30/2016,84009,,
11/18/2016,84277,,
6/24/2014,84156,,
8/30/2016,84957,,
9/15/2016,84965,,
7/21/2015,84713,,
7/26/2016,84980,,
6/15/2016,84346,,
12/7/2014,84858,,
8/12/2016,84726,,
4/17/2015,84401,,
8/1/2014,84073,,
3/30/2015,84037,,
4/5/2015,84663,,
6/5/2016,84694,,
7/7/2016,84722,,
10/9/2015,84379,,
4/16/2015,84627,,
9/26/2015,84222,,
4/16/2014,84664,,
9/6/2016,84974,,
4/5/2014,84202,,
7/26/2015,84079,,
7/8/2015,84385,,
11/17/2014,84442,,
7/23/2014,84958,,
6/17/2014,84537,,
9/25/2015,84180,,
11/30/2014,84421,,
11/24/2014,84022,,
8/23/2015,84614,,
2/23/2016,84738,,
10/16/2014,84903,,
6/25/2015,84632,,
6/3/2014,84350,,
12/21/2014,84235,,
6/11/2014,84428,,
6/14/2014,84246,,
11/8/2016,84698,,
3/25/2017,84737,,
4/3/2016,84552,,
2/20/2015,84489,,
3/17/2016,84991,,
6/27/2016,84384,,
9/11/2015,84101,,
5/31/2015,84748,,
12/20/2016,84927,,
2/2/2017,84220,,
5/14/2014,84810,,
12/13/2015,84011,,
4/15/2015,84337,,
9/26/2015,84960,,
6/23/2015,84475,,
4/27/2015,84123,,
3/8/2016,84826,,
12/27/2015,84057,,
5/14/2015,84472,,
5/25/2014,84529,,
8/15/2016,84292,,
4/29/2014,84885,,
4/16/2015,84546,,
8/26/2016,84520,,
3/2/2016,84211,,
2/18/2015,84384,,
11/15/2014,84170,,
3/8/2015,84685,,
1/10/2015,84404,,
2/14/2016,84793,,
10/11/2015,84169,,
7/9/2016,84422,,
12/8/2014,84776,,
4/23/2016,84250,,
10/31/2015,84220,,
12/22/2014,84153,,
1/22/2016,84021,,
2/8/2015,84038,,
4/5/2016,84156,,
6/26/2016,84554,,
1/30/2016,84170,,
10/3/2016,84705,,
4/30/2016,84233,,
12/28/2016,84745,,
3/28/2017,84398,,
6/7/2014,84042,,
2/4/2016,84564,,
7/17/2014,84223,,
4/28/2016,84340,,
9/28/2015,84003,,
12/8/2016,84234,,
8/25/2016,84592,,
4/22/2015,84413,,
1/30/2017,84109,,
6/26/2014,84964,,
1/9/2015,84398,,
8/9/2015,84115,,
7/24/2015,84986,,
6/1/2016,84218,,
4/10/2015,84294,,
11/29/2015,84610,,
9/1/2014,84050,,
8/11/2016,84765,,
6/26/2015,84763,,
1/19/2015,84937,,
4/6/2016,84151,,
1/20/2016,84707,,
2/2/2016,84126,,
3/18/2015,84682,,
3/3/2016,84346,,
3/10/2016,84281,,
7/3/2015,84412,,
8/18/2015,84776,,
4/20/2015,84191,,
3/31/2017,84733,,
7/29/2016,84330,,
5/29/2016,84495,,
8/24/2015,84352,,
6/27/2014,84088,,
3/29/2017,84900,,
4/20/2016,84145,,
5/19/2015,84286,,
12/7/2014,84058,,
11/2/2016,84925,,
5/27/2016,84480,,
1/29/2017,84406,,
6/19/2016,84985,,
10/30/2016,84379,,
1/13/2017,84733,,
5/25/2016,84219,,
6/30/2014,84488,,
11/12/2014,84731,,
9/2/2014,84764,,
1/15/2015,84519,,
3/2/2016,84445,,
6/21/2014,84692,,
2/4/2015,84238,,
9/12/2014,84824,,
10/7/2016,84441,,
5/22/2015,84031,,
11/11/2015,84467,,
9/30/2014,84813,,
4/15/2014,84390,,
7/11/2014,84849,,
2/23/2016,84255,,
9/29/2015,84311,,
4/29/2014,84263,,
3/16/2017,84487,,
5/29/2014,84570,,
9/24/2014,84038,,
5/8/2015,84717,,
8/14/2014,84272,,
11/4/2016,84903,,
7/29/2014,84119,,
9/16/2014,84610,,
12/16/2016,84255,,
3/17/2015,84441,,
11/1/2014,84970,,
12/18/2016,84743,,
7/8/2014,84570,,
12/13/2015,84444,,
9/29/2014,84409,,
9/15/2015,84208,,
9/8/2014,84389,,
9/29/2015,84963,,
2/4/2017,84817,,
4/15/2016,84024,,
9/26/2015,84908,,
3/15/2015,84990,,
11/16/2015,84459,,
11/21/2015,84772,,
9/19/2016,84152,,
11/29/2015,84918,,
7/4/2016,84246,,
8/1/2015,84121,,
3/11/2017,84397,,
2/21/2017,84312,,
10/7/2016,84724,,
5/21/2014,84429,,
7/27/2016,84094,,
10/9/2016,84967,,
2/24/2016,84458,,
4/30/2016,84173,,
1/1/2015,84734,,
1/16/2017,84561,,
5/30/2016,84475,,
10/3/2015,84215,,
10/31/2015,84671,,
5/16/2016,84914,,
1/16/2017,84015,,
5/11/2015,84590,,
1/23/2016,84291,,
10/4/2015,84970,,
10/9/2015,84281,,
3/3/2017,84322,,
3/13/2017,84151,,
5/26/2016,84691,,
12/13/2015,84504,,
12/4/2014,84022,,
5/4/2015,84473,,
2/28/2016,84279,,
2/1/2017,84778,,
9/2/2015,84029,,
12/20/2014,84871,,
5/18/2016,84953,,
11/24/2016,84837,,
2/16/2017,84780,,
12/1/2015,84164,,
9/30/2014,84818,,
1/10/2015,84216,,
3/23/2017,84432,,
9/24/2016,84599,,
6/7/2015,84878,,
7/19/2015,84130,,
11/28/2014,84541,,
12/21/2014,84844,,
11/5/2016,84522,,
11/15/2014,84664,,
9/25/2016,84901,,
9/6/2015,84720,,
6/29/2016,84786,,
1/4/2015,84716,,
6/28/2016,84032,,
5/31/2014,84892,,
8/16/2016,84375,,
4/17/2016,84395,,
3/19/2016,84435,,
8/17/2014,84265,,
3/14/2015,84787,,
10/11/2015,84885,,
7/11/2015,84407,,
7/16/2014,84337,,
4/8/2015,84555,,
7/10/2014,84020,,
8/26/2014,84420,,
7/21/2015,84015,,
11/1/2016,84645,,
9/4/2015,84671,,
7/17/2014,84025,,
11/22/2016,84321,,
5/10/2015,84664,,
5/2/2015,84726,,
7/28/2014,84858,,
7/25/2015,84587,,
1/11/2015,84374,,
5/19/2016,84230,,
7/11/2015,84722,,
4/30/2015,84696,,
10/26/2016,84956,,
11/12/2015,84629,,
9/15/2014,84065,,
10/21/2016,84812,,
3/29/2015,84026,,
1/9/2015,84394,,
1/21/2017,84553,,
7/9/2016,84870,,
3/5/2015,84845,,
2/23/2017,84600,,
1/14/2015,84619,,
3/30/2015,84604,,
2/14/2015,84027,,
2/6/2016,84247,,
2/10/2017,84599,,
5/8/2016,84732,,
10/3/2016,84798,,
11/27/2016,84902,,
12/10/2014,84811,,
4/8/2016,84494,,
1/22/2017,84008,,
4/20/2016,84552,,
10/3/2015,84472,,
12/10/2016,84718,,
12/17/2014,84565,,
9/26/2015,84955,,
6/7/2014,84015,,
11/13/2015,84564,,
10/10/2016,84972,,
7/6/2016,84346,,
5/30/2015,84894,,
11/12/2014,84112,,
7/23/2014,84995,,
8/18/2016,84183,,
12/29/2016,84705,,
1/21/2017,84945,,
4/30/2016,84137,,
9/21/2016,84980,,
12/6/2016,84154,,
4/11/2015,84203,,
6/19/2016,84854,,
2/20/2016,84357,,
10/29/2014,84496,,
12/5/2015,84345,,
6/16/2015,84767,,
5/25/2016,84892,,
1/6/2017,84587,,
1/17/2016,84149,,
9/25/2014,84608,,
5/1/2016,84489,,
11/2/2014,84378,,
11/7/2014,84639,,
10/9/2016,84959,,
7/7/2014,84198,,
12/9/2015,84112,,
11/10/2014,84521,,
1/16/2016,84233,,
4/2/2016,84268,,
5/22/2015,84943,,
4/3/2015,84470,,
6/5/2016,84656,,
9/30/2016,84174,,
8/13/2016,84395,,
3/10/2015,84119,,
6/26/2015,84928,,
4/2/2016,84837,,
5/3/2016,84112,,
1/9/2015,84885,,
2/14/2016,84357,,
5/28/2014,84591,,
8/14/2016,84895,,
5/8/2016,84950,,
2/9/2016,84146,,
4/30/2014,84982,,
1/5/2017,84062,,
2/28/2017,84473,,
11/2/2014,84035,,
5/28/2014,84124,,
8/27/2014,84501,,
6/17/2016,84058,,
6/15/2014,84507,,
7/2/2016,84963,,
11/23/2015,84265,,
10/29/2016,84628,,
9/4/2014,84438,,
3/12/2016,84105,,
1/22/2016,84577,,
12/13/2014,84206,,
9/20/2016,84592,,
11/8/2015,84681,,
5/3/2015,84828,,
3/23/2017,84394,,
11/2/2016,84565,,
1/17/2016,84654,,
6/13/2015,84111,,
8/7/2016,84424,,
5/30/2016,84922,,
6/28/2016,84040,,
12/25/2016,84960,,
1/30/2016,84715,,
1/29/2015,84073,,
5/9/2015,84877,,
9/19/2016,84080,,
5/12/2016,84359,,
1/21/2015,84552,,
3/23/2015,84368,,
2/14/2015,84259,,
3/16/2015,84762,,
12/10/2016,84398,,
12/18/2014,84103,,
6/19/2014,84228,,
6/13/2015,84466,,
4/6/2016,84117,,
10/7/2016,84128,,
1/29/2016,84869,,
3/19/2017,84194,,
1/25/2016,84080,,
10/16/2015,84719,,
8/15/2014,84103,,
12/30/2015,84118,,
9/11/2015,84040,,
7/24/2016,84824,,
12/14/2016,84567,,
12/26/2014,84236,,
7/4/2016,84037,,
11/4/2014,84010,,
12/3/2014,84764,,
3/9/2017,84010,,
1/27/2016,84776,,
9/1/2016,84421,,
11/15/2014,84096,,
4/27/2015,84672,,
1/8/2015,84966,,
8/8/2016,84129,,
5/13/2015,84118,,
4/18/2015,84529,,
4/25/2016,84670,,
1/7/2017,84619,,
10/2/2014,84432,,
12/20/2015,84016,,
2/10/2016,84220,,
12/16/2014,84788,,
11/1/2016,84605,,
9/10/2016,84832,,
6/6/2014,84902,,
4/19/2014,84143,,
6/6/2016,84198,,
1/7/2016,84049,,
2/15/2017,84979,,
5/2/2014,84885,,
12/13/2016,84376,,
12/9/2016,84224,,
12/21/2014,84337,,
3/2/2015,84775,,
10/28/2016,84343,,
2/7/2017,84517,,
10/23/2014,84488,,
4/19/2015,84734,,
3/9/2017,84861,,
1/10/2016,84773,,
6/4/2016,84962,,
5/5/2014,84476,,
6/10/2016,84705,,
1/11/2015,84224,,
3/19/2017,84041,,
2/10/2015,84025,,
7/17/2016,84895,,
10/11/2014,84098,,
4/30/2015,84913,,
4/24/2016,84567,,
6/25/2014,84134,,
5/31/2014,84437,,
10/25/2015,84205,,
3/12/2015,84915,,
5/13/2016,84494,,
10/30/2014,84501,,
7/2/2016,84527,,
6/21/2015,84573,,
3/10/2017,84897,,
2/22/2016,84985,,
3/18/2016,84564,,
7/16/2016,84562,,
4/27/2015,84662,,
4/9/2014,84691,,
5/11/2015,84272,,
4/13/2016,84932,,
9/25/2015,84406,,
8/29/2014,84181,,
7/2/2014,84937,,
11/13/2015,84943,,
11/19/2015,84926,,
6/4/2014,84162,,
5/16/2016,84985,,
9/17/2014,84913,,
12/4/2015,84568,,
2/12/2017,84851,,
2/15/2015,84730,,
10/5/2014,84071,,
3/31/2016,84160,,
12/26/2014,84713,,
10/22/2016,84756,,
4/27/2014,84924,,
1/4/2017,84288,,
3/13/2015,84587,,
2/22/2016,84391,,
1/5/2016,84100,,
5/2/2014,84071,,
10/17/2016,84354,,
11/1/2016,84597,,
8/17/2016,84214,,
2/2/2016,84809,,
6/21/2015,84015,,
11/10/2016,84058,,
3/12/2017,84441,,
8/15/2015,84647,,
8/7/2015,84711,,
2/12/2017,84497,,
4/2/2016,84440,,
9/27/2016,84703,,
7/12/2016,84708,,
11/5/2015,84640,,
11/20/2014,84354,,
2/28/2015,84229,,
10/8/2015,84041,,
2/5/2016,84561,,
10/16/2014,84849,,
11/19/2015,84783,,
10/28/2016,84365,,
8/3/2014,84392,,
3/7/2016,84440,,
10/25/2015,84117,,
4/23/2015,84992,,
11/7/2015,84753,,
2/19/2015,84342,,
1/23/2016,84282,,
11/13/2015,84291,,
9/6/2016,84383,,
12/23/2015,84187,,
1/14/2016,84767,,
12/13/2015,84785,,
12/4/2014,84877,,
12/23/2016,84093,,
10/7/2015,84484,,
8/1/2015,84241,,
6/21/2014,84820,,
7/10/2016,84270,,
5/2/2016,84476,,
2/18/2017,84972,,
12/20/2014,84103,,
8/9/2016,84499,,
12/21/2015,84030,,
5/6/2015,84539,,
2/16/2017,84098,,
10/5/2015,84141,,
3/30/2015,84849,,
11/11/2014,84486,,
2/8/2016,84500,,
1/1/2015,84311,,
5/16/2016,84276,,
2/1/2017,84138,,
7/20/2015,84435,,
10/18/2014,84289,,
1/10/2017,84387,,
10/6/2016,84178,,
3/27/2017,84789,,
1/28/2015,84248,,
5/20/2016,84396,,
10/5/2015,84582,,
10/21/2015,85195,,
11/19/2015,85188,,
4/6/2016,85865,,
3/31/2016,85269,,
11/29/2014,85097,,
9/11/2015,85516,,
12/16/2016,85577,,
3/19/2017,85905,,
2/21/2015,85559,,
2/4/2017,85852,,
12/23/2016,85552,,
7/4/2014,85360,,
9/15/2016,85423,,
5/2/2015,85949,,
9/4/2015,85258,,
4/2/2016,85826,,
2/26/2017,85391,,
3/31/2016,85842,,
8/14/2014,85122,,
7/11/2015,85126,,
9/8/2016,85092,,
10/20/2014,85302,,
10/30/2015,85886,,
12/22/2015,85465,,
2/10/2015,85985,,
6/4/2014,85964,,
11/29/2016,85562,,
6/10/2014,85762,,
11/6/2014,85318,,
6/26/2016,85257,,
9/2/2015,85879,,
5/23/2014,85272,,
9/14/2015,85466,,
1/22/2016,85975,,
2/20/2017,85192,,
10/16/2015,85344,,
5/18/2015,85824,,
8/24/2014,85102,,
7/8/2015,85806,,
4/12/2014,85154,,
3/12/2017,85763,,
3/14/2015,85955,,
12/9/2016,85824,,
6/11/2015,85373,,
1/16/2015,85291,,
4/29/2014,85826,,
1/23/2017,85840,,
5/27/2015,85655,,
9/9/2015,85540,,
8/9/2015,85408,,
9/24/2014,85489,,
9/3/2014,85628,,
3/31/2017,85667,,
8/22/2016,85793,,
3/4/2016,85070,,
1/14/2017,85779,,
8/25/2014,85616,,
1/27/2017,85835,,
4/2/2015,85563,,
5/6/2014,85985,,
2/18/2017,85335,,
6/8/2014,85208,,
10/28/2015,85239,,
2/10/2017,85310,,
1/9/2016,85570,,
11/10/2014,85097,,
7/30/2016,85881,,
12/13/2015,85337,,
1/18/2016,85848,,
12/18/2014,85280,,
7/23/2014,85602,,
2/13/2016,85282,,
11/4/2015,85694,,
6/6/2015,85888,,
8/3/2015,85605,,
12/3/2016,85073,,
2/26/2017,85166,,
11/3/2015,85341,,
4/1/2016,85937,,
6/8/2016,85496,,
6/13/2015,85530,,
4/13/2014,85685,,
3/30/2017,85131,,
2/24/2015,85343,,
5/15/2016,85907,,
3/23/2015,85167,,
5/5/2016,85720,,
2/3/2017,85144,,
2/22/2016,85697,,
2/13/2016,85184,,
12/27/2014,85437,,
12/3/2015,85587,,
7/11/2016,85491,,
1/29/2015,85943,,
12/10/2015,85298,,
6/13/2014,85368,,
2/26/2015,85234,,
12/30/2015,85703,,
7/21/2015,85959,,
12/12/2014,85639,,
8/21/2015,85939,,
12/11/2015,85248,,
8/24/2016,85224,,
1/23/2016,85030,,
7/23/2016,85673,,
12/16/2014,85937,,
3/1/2016,85305,,
3/9/2017,85696,,
5/11/2015,85287,,
10/14/2015,85098,,
4/3/2016,85805,,
6/15/2016,85644,,
2/18/2017,85251,,
8/23/2015,85316,,
12/25/2015,85817,,
2/13/2015,85854,,
6/21/2015,85817,,
10/13/2014,85772,,
