orderid,orderdate
72031,13-02-2017
72032,24-09-2014
72033,25-05-2016
72034,07-12-2016
72035,22-11-2015
72036,26-10-2015
72037,12-03-2017
72038,26-05-2016
72039,31-10-2015
72040,09-10-2016
72041,20-08-2015
72042,23-10-2014
72043,05-07-2015
72044,02-07-2015
72045,14-12-2015
72046,28-07-2015
72047,30-06-2014
72048,27-01-2017
72049,04-08-2016
72050,03-04-2016
72051,04-01-2017
72052,25-12-2014
72053,31-03-2015
72054,07-12-2015
72055,11-07-2016
72056,29-08-2014
72057,18-03-2015
72058,21-07-2016
72059,21-01-2016
72060,04-08-2015
72061,13-09-2014
72062,14-04-2015
72063,18-09-2015
72064,13-10-2016
72065,30-09-2014
72066,27-11-2016
72067,23-05-2015
72068,17-12-2015
72069,09-07-2014
72070,28-07-2016
72071,01-12-2015
72072,22-02-2016
72073,28-01-2015
72074,03-09-2016
72075,06-05-2016
72076,18-12-2016
72077,26-09-2014
72078,15-04-2014
72079,16-12-2015
72080,26-05-2014
72081,16-05-2016
72082,18-03-2016
72083,07-02-2015
72084,09-11-2015
72085,08-09-2014
72086,10-01-2015
72087,08-06-2014
72088,09-02-2016
72089,19-11-2014
72090,02-09-2015
72091,03-09-2014
72092,05-07-2014
72093,03-09-2016
72094,26-10-2014
72095,17-11-2015
72096,03-04-2017
72097,09-11-2016
72098,15-08-2014
72099,05-12-2015
72100,17-12-2015
72101,21-08-2014
72102,13-11-2015
72103,22-12-2014
72104,24-11-2016
72105,11-09-2016
72106,06-01-2017
72107,04-10-2016
72108,16-09-2016
72109,09-02-2015
72110,17-07-2016
72111,08-01-2017
72112,05-02-2015
72113,11-11-2015
72114,18-07-2015
72115,17-12-2015
72116,25-12-2016
72117,11-11-2016
72118,02-10-2016
72119,09-02-2016
72120,19-09-2016
72121,29-06-2014
72122,10-01-2017
72123,18-08-2014
72124,15-09-2015
72125,18-02-2017
72126,13-03-2016
72127,08-01-2017
72128,10-04-2015
72129,03-02-2017
72130,19-05-2014
72131,13-11-2014
72132,22-08-2014
72133,05-10-2014
72134,24-07-2014
72135,28-05-2016
72136,19-07-2014
72137,04-08-2014
72138,06-12-2016
72139,02-05-2016
72140,12-01-2015
72141,11-11-2016
72142,16-03-2016
72143,22-09-2014
72144,26-03-2017
72145,28-06-2016
72146,19-06-2015
72147,11-11-2016
72148,10-01-2016
72149,10-09-2016
72150,28-11-2014
72151,12-04-2014
72152,06-11-2014
72153,18-07-2014
72154,13-04-2016
72155,28-11-2014
72156,07-10-2016
72157,24-06-2015
72158,08-02-2015
72159,04-01-2017
72160,16-03-2017
72161,24-11-2016
72162,02-09-2014
72163,20-01-2015
72164,18-09-2016
72165,19-12-2016
72166,23-08-2015
72167,18-07-2014
72168,18-04-2016
72169,30-08-2014
72170,02-08-2015
72171,31-08-2014
72172,03-02-2017
72173,05-06-2014
72174,19-06-2016
72175,09-03-2015
72176,02-06-2015
72177,03-11-2015
72178,06-09-2016
72179,19-08-2016
72180,03-05-2014
72181,06-11-2015
72182,31-12-2015
72183,03-01-2016
72184,19-08-2015
72185,19-01-2016
72186,13-08-2015
72187,11-01-2016
72188,10-02-2016
72189,27-08-2015
72190,05-01-2016
72191,10-07-2016
72192,26-06-2014
72193,24-11-2016
72194,29-06-2015
72195,10-01-2016
72196,10-01-2017
72197,02-12-2015
72198,23-02-2016
72199,02-06-2014
72200,19-03-2015
72201,03-03-2015
72202,15-07-2016
72203,14-03-2016
72204,10-05-2016
72205,31-01-2017
72206,28-12-2014
72207,29-05-2014
72208,12-05-2016
72209,01-06-2014
72210,06-04-2016
72211,30-08-2015
72212,20-09-2015
72213,10-03-2016
72214,18-01-2017
72215,20-10-2014
72216,14-09-2015
72217,15-02-2015
72218,18-10-2014
72219,05-09-2016
72220,19-06-2016
72221,19-06-2014
72222,28-12-2016
72223,21-02-2016
72224,23-07-2015
72225,17-12-2015
72226,15-09-2016
72227,29-03-2016
72228,20-04-2015
72229,18-01-2017
72230,05-04-2015
72231,26-05-2015
72232,07-04-2016
72233,27-09-2014
72234,19-01-2017
72235,09-01-2016
72236,28-03-2016
72237,23-03-2016
72238,27-06-2014
72239,10-11-2015
72240,27-09-2015
72241,17-04-2014
72242,07-11-2015
72243,17-12-2015
72244,21-04-2014
72245,28-06-2015
72246,03-07-2015
72247,29-10-2016
72248,30-01-2016
72249,18-12-2015
72250,22-04-2016
72251,20-01-2016
72252,04-06-2014
72253,21-03-2016
72254,14-07-2014
72255,01-05-2014
72256,12-11-2014
72257,04-05-2016
72258,16-12-2016
72259,11-08-2016
72260,12-01-2016
72261,02-04-2017
72262,08-04-2015
72263,09-09-2016
72264,03-02-2016
72265,30-09-2015
72266,18-03-2015
72267,22-05-2014
72268,14-07-2015
72269,04-01-2016
72270,30-03-2016
72271,30-12-2016
72272,10-12-2015
72273,24-07-2015
72274,28-04-2015
72275,24-09-2015
72276,05-03-2015
72277,12-01-2015
72278,21-12-2014
72279,28-02-2017
72280,18-02-2015
72281,12-10-2015
72282,31-03-2015
72283,12-03-2017
72284,20-04-2015
72285,20-05-2016
72286,06-08-2016
72287,02-07-2016
72288,08-04-2014
72289,25-10-2015
72290,19-02-2017
72291,25-01-2016
72292,13-08-2016
72293,06-06-2016
72294,15-08-2016
72295,12-11-2015
72296,26-07-2015
72297,19-04-2014
72298,13-08-2014
72299,03-09-2016
72300,21-06-2016
72301,22-12-2015
72302,27-04-2015
72303,19-12-2014
72304,15-09-2014
72305,04-05-2015
72306,05-11-2016
72307,29-09-2016
72308,20-11-2015
72309,05-10-2014
72310,10-05-2015
72311,06-02-2016
72312,22-08-2015
72313,19-08-2015
72314,04-10-2016
72315,13-10-2016
72316,05-05-2016
72317,19-01-2015
72318,01-09-2014
72319,18-01-2017
72320,03-07-2015
72321,20-06-2014
72322,30-11-2016
72323,14-01-2016
72324,04-08-2014
72325,12-07-2015
72326,04-10-2014
72327,25-05-2016
72328,21-08-2014
72329,17-02-2016
72330,29-08-2015
72331,20-03-2016
72332,06-02-2016
72333,09-12-2015
72334,26-08-2016
72335,27-12-2016
72336,26-01-2016
72337,11-08-2015
72338,02-12-2016
72339,16-12-2016
72340,19-11-2016
72341,14-01-2016
72342,04-10-2015
72343,11-01-2015
72344,22-03-2016
72345,07-09-2016
72346,23-11-2016
72347,14-05-2014
72348,29-07-2015
72349,17-01-2016
72350,09-05-2016
72351,05-01-2017
72352,22-05-2014
72353,27-03-2016
72354,30-01-2016
72355,25-02-2017
72356,22-07-2014
72357,06-02-2017
72358,20-06-2015
72359,17-05-2016
72360,19-10-2016
72361,27-06-2016
72362,13-09-2014
72363,01-09-2015
72364,27-11-2016
72365,16-01-2016
72366,09-08-2015
72367,20-08-2015
72368,21-08-2014
72369,09-06-2016
72370,17-11-2015
72371,14-10-2016
72372,30-11-2016
72373,28-01-2015
72374,09-08-2015
72375,26-11-2014
72376,06-10-2014
72377,19-07-2015
72378,17-12-2014
72379,12-01-2016
72380,22-02-2015
72381,09-06-2014
72382,26-02-2015
72383,16-09-2015
72384,26-07-2016
72385,30-10-2015
72386,10-10-2014
72387,21-03-2015
72388,26-07-2015
72389,28-10-2015
72390,02-03-2015
72391,02-01-2016
72392,05-02-2017
72393,10-02-2016
72394,27-03-2017
72395,13-11-2014
72396,29-08-2016
72397,15-07-2016
72398,27-12-2015
72399,29-04-2015
72400,12-06-2016
72401,14-02-2017
72402,14-05-2015
72403,11-10-2016
72404,16-12-2016
72405,26-02-2017
72406,17-02-2015
72407,29-12-2015
72408,24-12-2014
72409,15-12-2016
72410,05-06-2015
72411,29-04-2015
72412,02-04-2015
72413,10-09-2016
72414,14-10-2014
72415,09-12-2016
72416,06-11-2016
72417,21-01-2017
72418,15-08-2016
72419,04-08-2014
72420,02-12-2015
72421,14-07-2016
72422,10-12-2014
72423,22-10-2014
72424,09-02-2015
72425,04-12-2016
72426,01-08-2015
72427,21-01-2017
72428,17-09-2014
72429,20-06-2016
72430,21-10-2016
72431,14-04-2015
72432,20-04-2015
72433,05-12-2014
72434,28-11-2014
72435,29-10-2016
72436,23-02-2015
72437,18-08-2016
72438,06-08-2015
72439,14-06-2014
72440,19-05-2014
72441,04-09-2015
72442,01-12-2014
72443,01-03-2017
72444,23-10-2015
72445,27-10-2015
72446,24-02-2016
72447,16-05-2014
72448,29-10-2016
72449,14-10-2014
72450,28-10-2014
72451,18-11-2014
72452,24-04-2014
72453,02-09-2014
72454,11-01-2015
72455,15-11-2014
72456,07-01-2015
72457,05-06-2015
72458,10-10-2016
72459,27-07-2015
72460,31-05-2015
72461,19-09-2014
72462,16-03-2015
72463,09-02-2015
72464,03-10-2015
72465,17-09-2015
72466,15-12-2015
72467,25-11-2016
72468,15-06-2014
72469,27-04-2016
72470,28-05-2015
72471,21-03-2017
72472,10-09-2014
72473,21-11-2015
72474,16-12-2016
72475,29-12-2016
72476,17-01-2015
72477,21-05-2015
72478,17-03-2016
72479,30-01-2016
72480,10-08-2015
72481,04-12-2015
72482,16-04-2015
72483,07-05-2016
72484,03-06-2016
72485,21-12-2015
72486,19-02-2015
72487,08-08-2016
72488,29-11-2015
72489,25-04-2016
72490,20-07-2015
72491,19-01-2017
72492,01-07-2015
72493,20-03-2017
72494,31-07-2014
72495,25-05-2015
72496,02-10-2016
72497,23-06-2014
72498,02-12-2014
72499,01-01-2015
72500,07-11-2016
72501,07-03-2016
72502,25-08-2016
72503,20-10-2016
72504,25-05-2016
72505,30-06-2016
72506,07-02-2017
72507,11-06-2016
72508,16-07-2014
72509,19-03-2016
72510,09-06-2016
72511,04-12-2014
72512,01-09-2016
72513,14-11-2016
72514,02-11-2016
72515,14-12-2015
72516,06-04-2015
72517,12-10-2014
72518,15-11-2014
72519,02-02-2017
72520,13-05-2014
72521,27-05-2015
72522,04-03-2016
72523,17-02-2015
72524,21-04-2015
72525,26-04-2016
72526,05-04-2016
72527,29-05-2016
72528,25-12-2016
72529,10-02-2016
72530,14-01-2017
72531,14-06-2016
72532,29-08-2014
72533,16-12-2015
72534,07-12-2014
72535,01-04-2016
72536,05-03-2017
72537,11-08-2016
72538,09-09-2015
72539,15-06-2014
72540,07-11-2016
72541,19-02-2016
72542,15-11-2016
72543,29-02-2016
72544,21-04-2014
72545,23-05-2015
72546,27-01-2016
72547,28-12-2015
72548,23-04-2015
72549,31-08-2015
72550,01-12-2014
72551,03-03-2015
72552,24-01-2017
72553,11-10-2014
72554,31-12-2016
72555,24-11-2016
72556,03-03-2017
72557,23-02-2016
72558,04-11-2014
72559,08-03-2017
72560,03-03-2015
72561,19-09-2014
72562,23-08-2015
72563,28-03-2015
72564,28-08-2015
72565,11-03-2017
72566,28-09-2016
72567,06-02-2016
72568,24-09-2014
72569,24-10-2014
72570,27-09-2016
72571,08-06-2014
72572,11-04-2015
72573,19-06-2016
72574,24-09-2014
72575,12-11-2016
72576,30-08-2016
72577,20-05-2015
72578,28-08-2014
72579,27-05-2014
72580,29-03-2015
72581,13-11-2016
72582,23-06-2014
72583,24-11-2014
72584,16-05-2014
72585,29-10-2014
72586,16-07-2014
72587,18-02-2015
72588,20-01-2015
72589,13-01-2016
72590,26-11-2016
72591,13-08-2014
72592,28-05-2014
72593,08-09-2016
72594,13-03-2017
72595,15-11-2015
72596,25-05-2015
72597,15-09-2014
72598,25-10-2015
72599,14-11-2015
72600,25-01-2015
72601,17-12-2016
72602,30-06-2015
72603,30-12-2016
72604,08-05-2015
72605,06-08-2016
72606,31-10-2015
72607,23-11-2014
72608,12-10-2015
72609,07-05-2015
72610,02-01-2015
72611,07-07-2016
72612,01-10-2014
72613,02-12-2016
72614,24-11-2014
72615,07-08-2014
72616,08-09-2016
72617,04-09-2016
72618,28-02-2017
72619,11-06-2014
72620,29-01-2016
72621,14-08-2016
72622,25-12-2014
72623,26-09-2016
72624,14-02-2017
72625,02-07-2015
72626,20-09-2014
72627,21-09-2014
72628,25-01-2015
72629,11-10-2014
72630,28-10-2015
72631,09-05-2014
72632,13-11-2015
72633,18-08-2016
72634,08-02-2016
72635,03-01-2017
72636,05-11-2015
72637,20-02-2016
72638,22-05-2014
72639,22-05-2014
72640,26-06-2015
72641,23-08-2014
72642,23-04-2014
72643,26-02-2015
72644,26-04-2015
72645,08-12-2016
72646,22-05-2015
72647,30-01-2016
72648,15-12-2016
72649,20-12-2015
72650,09-07-2015
72651,04-10-2015
72652,04-07-2016
72653,14-11-2014
72654,07-11-2016
72655,14-12-2014
72656,26-07-2014
72657,10-09-2015
72658,05-05-2016
72659,22-08-2014
72660,05-05-2016
72661,06-01-2017
72662,22-12-2015
72663,02-10-2016
72664,30-06-2015
72665,25-12-2014
72666,13-06-2015
72667,10-12-2015
72668,29-09-2014
72669,19-04-2016
72670,06-07-2014
72671,29-12-2014
72672,24-04-2016
72673,15-05-2016
72674,26-08-2015
72675,14-09-2015
72676,12-05-2015
72677,16-12-2016
72678,21-09-2015
72679,24-04-2016
72680,10-01-2017
72681,21-10-2014
72682,01-10-2014
72683,10-07-2014
72684,04-03-2016
72685,25-06-2015
72686,30-07-2014
72687,24-02-2016
72688,06-08-2014
72689,08-10-2015
72690,29-01-2017
72691,22-02-2017
72692,22-10-2016
72693,18-11-2014
72694,06-03-2016
72695,10-03-2015
72696,04-11-2015
72697,02-09-2014
72698,08-04-2014
72699,23-06-2016
72700,10-01-2017
72701,01-07-2014
72702,06-08-2016
72703,29-03-2015
72704,04-10-2015
72705,01-11-2014
72706,14-09-2014
72707,30-08-2014
72708,20-02-2015
72709,02-12-2015
72710,10-07-2016
72711,31-01-2015
72712,06-02-2015
72713,20-09-2015
72714,08-07-2015
72715,27-11-2016
72716,15-05-2014
72717,09-05-2014
72718,14-09-2014
72719,01-03-2017
72720,16-07-2016
72721,27-01-2016
72722,11-10-2016
72723,27-01-2017
72724,07-02-2017
72725,06-03-2017
72726,28-03-2016
72727,02-11-2014
72728,10-09-2016
72729,05-04-2015
72730,06-08-2016
72731,16-09-2014
72732,22-03-2017
72733,06-05-2016
72734,14-02-2015
72735,02-03-2016
72736,16-06-2014
72737,15-11-2016
72738,01-06-2015
72739,29-07-2014
72740,16-08-2015
72741,27-08-2014
72742,17-04-2016
72743,04-04-2015
72744,15-08-2015
72745,23-11-2014
72746,19-12-2014
72747,06-01-2016
72748,04-03-2015
72749,10-10-2015
72750,19-04-2014
72751,20-10-2014
72752,10-12-2015
72753,11-08-2016
72754,18-09-2016
72755,06-02-2016
72756,07-08-2016
72757,29-09-2016
72758,10-11-2016
72759,04-10-2016
72760,09-06-2016
72761,22-03-2015
72762,27-10-2014
72763,20-11-2014
72764,28-01-2015
72765,17-06-2014
72766,16-06-2015
72767,31-12-2016
72768,27-02-2016
72769,27-02-2016
72770,27-06-2014
72771,02-10-2016
72772,30-03-2017
72773,25-06-2014
72774,02-12-2015
72775,09-06-2015
72776,23-01-2016
72777,23-02-2015
72778,27-05-2015
72779,27-06-2014
72780,27-02-2016
72781,21-06-2014
72782,03-11-2016
72783,29-03-2016
72784,17-08-2014
72785,23-10-2014
72786,03-03-2015
72787,08-02-2016
72788,29-01-2017
72789,26-01-2017
72790,27-12-2016
72791,16-10-2015
72792,14-12-2015
72793,21-04-2014
72794,31-03-2015
72795,18-10-2015
72796,26-08-2015
72797,25-07-2014
72798,15-10-2015
72799,03-08-2015
72800,01-11-2015
72801,14-01-2015
72802,20-10-2015
72803,20-08-2014
72804,03-06-2016
72805,12-10-2016
72806,19-04-2014
72807,08-01-2017
72808,24-09-2015
72809,22-06-2014
72810,23-09-2016
72811,24-12-2016
72812,14-07-2015
72813,10-11-2014
72814,04-11-2015
72815,13-03-2015
72816,06-06-2016
72817,03-03-2016
72818,13-12-2016
72819,03-03-2016
72820,14-01-2015
72821,29-03-2015
72822,27-03-2015
72823,15-01-2017
72824,12-11-2015
72825,28-02-2016
72826,03-03-2016
72827,15-06-2014
72828,05-09-2014
72829,20-08-2014
72830,13-05-2015
72831,29-06-2016
72832,21-01-2017
72833,07-10-2015
72834,20-11-2015
72835,31-07-2014
72836,30-11-2015
72837,11-03-2015
72838,29-03-2015
72839,17-08-2016
72840,18-08-2016
72841,10-01-2015
72842,02-07-2015
72843,15-01-2017
72844,27-09-2015
72845,28-08-2014
72846,26-02-2015
72847,02-09-2014
72848,20-11-2016
72849,03-09-2015
72850,26-05-2016
72851,17-06-2016
72852,12-06-2014
72853,17-01-2017
72854,22-05-2016
72855,03-11-2016
72856,27-08-2016
72857,28-07-2016
72858,07-10-2016
72859,03-05-2016
72860,04-08-2016
72861,07-04-2016
72862,31-07-2016
72863,07-01-2017
72864,04-10-2014
72865,01-03-2015
72866,04-06-2016
72867,01-01-2017
72868,25-10-2016
72869,10-10-2016
72870,24-03-2017
72871,22-02-2017
72872,14-03-2015
72873,11-01-2015
72874,09-08-2015
72875,26-03-2015
72876,23-07-2014
72877,29-05-2016
72878,13-11-2014
72879,07-04-2016
72880,25-09-2016
72881,01-10-2015
72882,07-07-2015
72883,22-09-2015
72884,11-06-2015
72885,26-11-2016
72886,05-04-2014
72887,29-07-2016
72888,20-10-2014
72889,19-05-2014
72890,20-08-2014
72891,29-05-2016
72892,14-04-2014
72893,02-08-2014
72894,13-04-2015
72895,26-04-2014
72896,11-02-2017
72897,04-02-2016
72898,20-06-2015
72899,13-04-2015
72900,14-10-2015
72901,03-05-2016
72902,24-07-2016
72903,01-03-2017
72904,22-11-2014
72905,07-04-2014
72906,05-05-2015
72907,25-11-2015
72908,27-11-2015
72909,05-07-2016
72910,12-04-2014
72911,17-06-2016
72912,30-03-2015
72913,10-11-2015
72914,09-12-2015
72915,29-07-2014
72916,03-03-2017
72917,18-11-2014
72918,24-10-2015
72919,06-08-2014
72920,15-05-2016
72921,13-03-2015
72922,01-02-2017
72923,23-10-2015
72924,16-11-2016
72925,26-01-2016
72926,04-10-2014
72927,11-06-2015
72928,03-12-2014
72929,21-07-2015
72930,04-03-2017
72931,14-03-2015
72932,07-08-2016
72933,14-09-2014
72934,05-05-2016
72935,17-05-2015
72936,07-01-2017
72937,27-04-2015
72938,01-01-2017
72939,28-05-2014
72940,20-08-2015
72941,05-05-2014
72942,17-10-2016
72943,21-05-2014
72944,31-07-2014
72945,19-03-2017
72946,16-09-2015
72947,10-11-2014
72948,16-04-2016
72949,26-01-2016
72950,02-10-2014
72951,09-09-2016
72952,04-07-2016
72953,23-04-2014
72954,24-08-2014
72955,27-12-2015
72956,14-03-2017
72957,23-07-2016
72958,04-11-2015
72959,25-06-2014
72960,11-02-2016
72961,11-11-2014
72962,19-02-2015
72963,29-07-2016
72964,10-07-2014
72965,16-01-2017
72966,13-07-2015
72967,01-07-2015
72968,04-12-2015
72969,15-03-2017
72970,12-04-2016
72971,03-08-2015
72972,11-08-2015
72973,28-09-2014
72974,21-09-2014
72975,22-05-2016
72976,15-06-2014
72977,26-02-2015
72978,12-12-2015
72979,11-11-2015
72980,22-01-2016
72981,13-01-2017
72982,12-05-2014
72983,09-11-2016
72984,13-10-2015
72985,07-07-2016
72986,15-06-2014
72987,23-12-2014
72988,09-02-2017
72989,13-08-2016
72990,29-09-2014
72991,15-04-2015
72992,07-04-2014
72993,14-06-2016
72994,07-07-2015
72995,02-10-2014
72996,13-05-2014
72997,15-07-2015
72998,26-01-2017
72999,20-07-2014
73000,01-01-2015
73001,25-04-2014
73002,16-05-2016
73003,24-01-2016
73004,15-07-2015
73005,27-06-2014
73006,19-02-2016
73007,13-10-2015
73008,07-12-2015
73009,21-05-2016
73010,22-08-2015
73011,22-08-2015
73012,30-09-2016
73013,14-04-2016
73014,28-04-2014
73015,01-10-2015
73016,04-07-2016
73017,24-04-2015
73018,16-06-2014
73019,11-02-2016
73020,24-02-2017
73021,03-11-2015
73022,12-05-2014
73023,30-07-2016
73024,15-04-2016
73025,14-08-2015
73026,21-02-2015
73027,27-04-2015
73028,21-05-2016
73029,18-01-2016
73030,17-07-2016
73031,08-12-2015
73032,09-03-2016
73033,26-05-2016
73034,02-03-2016
73035,12-06-2016
73036,20-02-2016
73037,20-03-2016
73038,29-10-2014
73039,29-04-2016
73040,17-10-2014
73041,15-05-2014
73042,21-08-2015
73043,25-03-2016
73044,26-08-2014
73045,26-02-2015
73046,01-02-2016
73047,05-09-2015
73048,19-03-2016
73049,20-07-2014
73050,29-12-2016
73051,23-03-2017
73052,26-09-2015
73053,15-01-2016
73054,26-04-2016
73055,10-05-2015
73056,11-12-2014
73057,26-05-2014
73058,10-02-2017
73059,21-05-2016
73060,20-12-2016
73061,21-02-2015
73062,21-08-2015
73063,13-01-2017
73064,17-11-2015
73065,04-06-2016
73066,22-01-2017
73067,06-04-2015
73068,06-11-2014
73069,15-10-2015
73070,30-10-2015
73071,07-10-2016
73072,09-08-2015
73073,09-07-2016
73074,08-02-2017
73075,17-09-2014
73076,23-10-2016
73077,15-02-2017
73078,28-04-2016
73079,16-11-2016
73080,03-09-2015
73081,29-03-2016
73082,15-07-2015
73083,24-08-2015
73084,28-02-2016
73085,23-02-2017
73086,19-07-2015
73087,17-05-2014
73088,24-05-2015
73089,07-02-2017
73090,21-08-2016
73091,14-10-2016
73092,11-10-2016
73093,20-09-2014
73094,27-02-2017
73095,09-03-2017
73096,17-11-2014
73097,21-12-2015
73098,12-06-2014
73099,27-05-2014
73100,16-05-2015
73101,12-06-2016
73102,20-10-2014
73103,30-12-2015
73104,19-07-2016
73105,11-11-2014
73106,16-08-2016
73107,06-09-2016
73108,18-08-2014
73109,17-01-2015
73110,12-03-2015
73111,28-08-2014
73112,22-09-2015
73113,12-09-2016
73114,09-11-2014
73115,20-11-2016
73116,01-07-2015
73117,06-09-2016
73118,12-11-2016
73119,02-08-2014
73120,30-11-2015
73121,05-03-2017
73122,18-04-2016
73123,07-01-2016
73124,02-08-2014
73125,02-05-2014
73126,29-03-2017
73127,15-03-2016
73128,01-09-2015
73129,13-10-2014
73130,18-09-2015
73131,16-04-2014
73132,19-05-2015
73133,08-10-2015
73134,02-08-2016
73135,02-12-2015
73136,21-06-2015
73137,22-12-2014
73138,30-09-2016
73139,13-07-2016
73140,28-08-2015
73141,16-10-2015
73142,20-12-2015
73143,03-03-2016
73144,16-11-2015
73145,05-11-2014
73146,31-12-2015
73147,10-01-2015
73148,24-07-2015
73149,21-05-2016
73150,26-10-2016
73151,22-05-2014
73152,25-07-2015
73153,23-06-2014
73154,15-11-2014
73155,19-11-2015
73156,20-06-2015
73157,12-04-2016
73158,30-09-2014
73159,06-04-2014
73160,30-08-2016
73161,06-02-2017
73162,22-11-2015
73163,04-11-2016
73164,10-05-2016
73165,18-08-2014
73166,03-08-2015
73167,07-11-2014
73168,19-08-2015
73169,12-09-2014
73170,09-11-2014
73171,27-01-2016
73172,29-04-2016
73173,12-04-2016
73174,28-05-2014
73175,05-05-2016
73176,02-08-2015
73177,04-03-2015
73178,17-11-2016
73179,12-07-2015
73180,23-04-2016
73181,14-10-2015
73182,17-02-2017
73183,26-11-2015
73184,24-05-2015
73185,25-07-2014
73186,03-12-2014
73187,15-04-2014
73188,01-09-2015
73189,27-06-2016
73190,28-09-2016
73191,02-11-2014
73192,30-01-2017
73193,30-03-2016
73194,11-11-2014
73195,25-06-2015
73196,06-01-2016
73197,11-05-2014
73198,30-06-2014
73199,03-11-2014
73200,21-04-2016
73201,06-09-2015
73202,17-11-2015
73203,14-07-2014
73204,10-12-2014
73205,30-05-2016
73206,09-07-2016
73207,19-12-2014
73208,14-03-2016
73209,25-12-2015
73210,02-03-2016
73211,10-04-2014
73212,28-12-2016
73213,24-07-2015
73214,19-02-2017
73215,29-05-2016
73216,01-06-2015
73217,23-11-2014
73218,14-08-2016
73219,17-04-2016
73220,29-08-2015
73221,06-08-2016
73222,24-01-2017
73223,12-12-2015
73224,10-03-2017
73225,01-10-2015
73226,25-11-2014
73227,02-08-2015
73228,17-03-2015
73229,18-05-2016
73230,23-04-2016
73231,07-03-2016
73232,20-09-2015
73233,16-09-2015
73234,11-06-2015
73235,10-11-2016
73236,06-11-2016
73237,19-03-2017
73238,25-05-2015
73239,23-05-2015
73240,18-11-2015
73241,15-07-2015
73242,03-03-2017
73243,17-12-2014
73244,06-06-2014
73245,07-03-2016
73246,04-03-2016
73247,14-09-2016
73248,02-08-2016
73249,26-02-2017
73250,26-03-2016
73251,26-02-2015
73252,13-03-2017
73253,07-04-2016
73254,27-03-2017
73255,27-03-2015
73256,02-07-2015
73257,04-05-2016
73258,01-02-2015
73259,12-06-2016
73260,12-10-2014
73261,05-01-2015
73262,06-07-2014
73263,17-06-2015
73264,28-07-2015
73265,05-04-2016
73266,09-04-2016
73267,04-06-2016
73268,19-02-2015
73269,24-01-2015
73270,27-09-2014
73271,10-11-2015
73272,27-07-2015
73273,06-08-2016
73274,15-10-2014
73275,21-06-2015
73276,15-09-2016
73277,01-03-2016
73278,02-05-2014
73279,02-09-2014
73280,27-10-2016
73281,05-11-2014
73282,07-03-2016
73283,08-06-2014
73284,09-03-2016
73285,29-01-2016
73286,19-06-2015
73287,12-06-2014
73288,06-10-2015
73289,10-07-2014
73290,26-02-2016
73291,08-08-2016
73292,28-05-2015
73293,28-12-2016
73294,05-11-2015
73295,01-11-2014
73296,02-12-2016
73297,08-09-2014
73298,30-05-2015
73299,17-10-2014
73300,11-08-2014
73301,29-01-2015
73302,16-01-2016
73303,28-09-2015
73304,06-11-2016
73305,03-02-2017
73306,21-06-2015
73307,01-12-2016
73308,07-06-2014
73309,05-12-2015
73310,17-01-2015
73311,24-01-2017
73312,14-10-2015
73313,20-01-2015
73314,26-10-2016
73315,04-09-2015
73316,11-09-2015
73317,23-01-2016
73318,01-09-2016
73319,29-12-2014
73320,23-08-2016
73321,11-06-2014
73322,17-08-2016
73323,09-09-2014
73324,28-04-2015
73325,02-10-2015
73326,25-06-2016
73327,15-06-2014
73328,14-08-2014
73329,28-11-2014
73330,07-09-2015
73331,04-12-2014
73332,18-08-2015
73333,22-05-2016
73334,21-04-2015
73335,30-04-2015
73336,09-02-2016
73337,20-05-2016
73338,14-05-2015
73339,13-08-2016
73340,12-07-2014
73341,07-11-2014
73342,31-05-2014
73343,17-02-2016
73344,28-05-2015
73345,18-05-2014
73346,22-07-2014
73347,08-09-2016
73348,27-06-2014
73349,02-07-2015
73350,30-08-2016
73351,22-10-2014
73352,12-10-2014
73353,20-02-2015
73354,10-01-2016
73355,23-01-2017
73356,07-11-2015
73357,17-06-2014
73358,23-11-2014
73359,29-02-2016
73360,28-04-2014
73361,01-07-2015
73362,27-08-2015
73363,15-06-2014
73364,02-06-2015
73365,19-11-2014
73366,26-11-2014
73367,23-05-2016
73368,05-05-2014
73369,05-01-2015
73370,02-03-2017
73371,17-03-2016
73372,23-09-2015
73373,17-02-2016
73374,29-03-2015
73375,07-02-2015
73376,17-12-2014
73377,28-11-2016
73378,02-10-2014
73379,10-01-2017
73380,23-07-2015
73381,23-07-2015
73382,30-03-2017
73383,17-06-2016
73384,05-07-2015
73385,22-09-2014
73386,01-06-2015
73387,02-07-2015
73388,28-02-2015
73389,28-12-2016
73390,22-10-2016
73391,13-10-2014
73392,03-10-2016
73393,05-06-2016
73394,01-11-2016
73395,26-12-2015
73396,21-03-2017
73397,22-01-2015
73398,13-09-2016
73399,03-04-2016
73400,26-07-2014
73401,06-08-2016
73402,13-07-2015
73403,28-10-2014
73404,25-09-2014
73405,05-01-2016
73406,19-01-2016
73407,08-08-2014
73408,12-03-2015
73409,30-07-2015
73410,22-02-2017
73411,16-04-2015
73412,02-09-2014
73413,14-02-2017
73414,14-12-2015
73415,11-02-2016
73416,11-11-2014
73417,24-02-2016
73418,05-05-2015
73419,20-09-2016
73420,15-07-2014
73421,21-02-2015
73422,30-06-2016
73423,11-08-2016
73424,21-11-2016
73425,27-05-2016
73426,17-05-2014
73427,18-08-2014
73428,06-04-2016
73429,20-02-2016
