shipcost,shipmode,shipdate,transactionid,shipmentid
9,Deleiivery Truck,12/18/2014,74498,74498
2,Deleiivery Truck,9/12/2015,74499,74499
2,Deleiivery Truck,11/13/2014,74500,74500
9,Deleiivery Truck,5/10/2016,74501,74501
11,Regular Air,11/28/2015,74502,74502
11,Deleiivery Truck,9/3/2014,74503,74503
12,Regular Air,11/6/2016,74504,74504
8,Deleiivery Truck,4/8/2016,74505,74505
3,express Air,5/28/2015,74506,74506
16,Regular Air,1/24/2016,74507,74507
6,Deleiivery Truck,6/26/2015,74508,74508
10,Deleiivery Truck,3/27/2016,74509,74509
3,Regular Air,11/22/2016,74510,74510
14,Deleiivery Truck,6/7/2016,74511,74511
8,Regular Air,6/15/2015,74512,74512
18,Deleiivery Truck,4/14/2016,74513,74513
12,express Air,11/13/2016,74514,74514
7,Regular Air,8/17/2016,74515,74515
6,express Air,8/7/2014,74516,74516
4,Deleiivery Truck,2/11/2015,74517,74517
11,express Air,6/30/2016,74518,74518
6,Deleiivery Truck,12/10/2014,74519,74519
10,Regular Air,2/22/2015,74520,74520
4,express Air,8/21/2015,74521,74521
5,Deleiivery Truck,9/29/2016,74522,74522
15,express Air,4/28/2015,74523,74523
1,express Air,2/9/2017,74524,74524
16,express Air,10/10/2014,74525,74525
18,Regular Air,9/5/2014,74526,74526
9,Deleiivery Truck,12/11/2014,74527,74527
5,Deleiivery Truck,9/12/2014,74528,74528
1,Regular Air,7/3/2014,74529,74529
7,express Air,1/23/2015,74530,74530
10,Deleiivery Truck,2/21/2016,74531,74531
7,Regular Air,3/22/2016,74532,74532
15,express Air,3/30/2017,74533,74533
15,Deleiivery Truck,9/12/2014,74534,74534
18,Regular Air,9/20/2014,74535,74535
10,Regular Air,9/27/2015,74536,74536
7,express Air,9/3/2016,74537,74537
12,Deleiivery Truck,11/14/2014,74538,74538
10,Deleiivery Truck,8/12/2015,74539,74539
2,Deleiivery Truck,7/4/2014,74540,74540
11,Deleiivery Truck,11/4/2014,74541,74541
18,express Air,5/14/2014,74542,74542
17,Regular Air,12/5/2015,74543,74543
18,Deleiivery Truck,9/10/2014,74544,74544
6,express Air,7/20/2015,74545,74545
7,express Air,10/7/2016,74546,74546
9,Deleiivery Truck,11/3/2016,74547,74547
11,express Air,1/24/2016,74548,74548
8,express Air,7/24/2015,74549,74549
1,Regular Air,11/28/2014,74550,74550
2,Deleiivery Truck,3/31/2016,74551,74551
7,Deleiivery Truck,10/2/2015,74552,74552
13,Deleiivery Truck,1/2/2015,74553,74553
14,Regular Air,8/10/2015,74554,74554
8,express Air,11/15/2016,74555,74555
9,Deleiivery Truck,3/3/2016,74556,74556
8,Deleiivery Truck,2/4/2017,74557,74557
3,Regular Air,11/24/2016,74558,74558
19,express Air,2/10/2017,74559,74559
19,Regular Air,2/2/2016,74560,74560
15,Regular Air,2/6/2015,74561,74561
14,express Air,6/2/2016,74562,74562
18,Regular Air,6/9/2015,74563,74563
4,Regular Air,1/25/2016,74564,74564
12,Regular Air,10/5/2016,74565,74565
18,Deleiivery Truck,1/22/2015,74566,74566
4,express Air,8/8/2016,74567,74567
15,Deleiivery Truck,4/23/2015,74568,74568
8,express Air,6/22/2016,74569,74569
2,express Air,8/23/2015,74570,74570
3,Deleiivery Truck,6/22/2015,74571,74571
3,Regular Air,10/15/2015,74572,74572
16,express Air,12/19/2016,74573,74573
12,Regular Air,7/2/2015,74574,74574
16,Regular Air,4/17/2015,74575,74575
9,Regular Air,3/8/2016,74576,74576
17,Deleiivery Truck,5/31/2016,74577,74577
1,express Air,10/30/2015,74578,74578
19,Deleiivery Truck,10/31/2014,74579,74579
17,Deleiivery Truck,6/29/2014,74580,74580
4,Deleiivery Truck,5/28/2016,74581,74581
7,Regular Air,11/25/2016,74582,74582
3,Regular Air,11/18/2014,74583,74583
14,express Air,5/17/2014,74584,74584
17,Deleiivery Truck,1/16/2015,74585,74585
17,Regular Air,5/11/2015,74586,74586
15,express Air,9/23/2016,74587,74587
3,Regular Air,4/15/2015,74588,74588
16,Deleiivery Truck,7/16/2015,74589,74589
7,express Air,10/25/2014,74590,74590
1,Regular Air,11/29/2014,74591,74591
2,express Air,12/1/2016,74592,74592
18,express Air,5/11/2015,74593,74593
5,Deleiivery Truck,9/30/2016,74594,74594
15,express Air,6/21/2015,74595,74595
18,Regular Air,2/3/2017,74596,74596
5,express Air,5/18/2015,74597,74597
9,Deleiivery Truck,9/30/2016,74598,74598
7,express Air,2/20/2017,74599,74599
8,express Air,2/12/2016,74600,74600
16,express Air,9/11/2014,74601,74601
11,Regular Air,8/28/2015,74602,74602
15,Regular Air,6/1/2014,74603,74603
6,Regular Air,6/30/2015,74604,74604
12,Deleiivery Truck,3/19/2017,74605,74605
2,Deleiivery Truck,3/10/2015,74606,74606
17,express Air,10/31/2016,74607,74607
4,Deleiivery Truck,8/25/2015,74608,74608
3,Regular Air,7/29/2014,74609,74609
18,Deleiivery Truck,1/9/2017,74610,74610
9,Deleiivery Truck,10/31/2016,74611,74611
11,express Air,10/17/2015,74612,74612
18,express Air,1/21/2017,74613,74613
1,Deleiivery Truck,4/9/2016,74614,74614
2,Regular Air,7/17/2016,74615,74615
15,express Air,2/15/2017,74616,74616
6,Regular Air,4/6/2014,74617,74617
19,express Air,11/7/2016,74618,74618
14,Regular Air,2/8/2017,74619,74619
15,Deleiivery Truck,5/1/2014,74620,74620
2,Deleiivery Truck,3/31/2017,74621,74621
16,Regular Air,12/6/2015,74622,74622
15,Deleiivery Truck,2/26/2016,74623,74623
18,Deleiivery Truck,4/12/2016,74624,74624
8,express Air,6/12/2014,74625,74625
14,Deleiivery Truck,1/22/2015,74626,74626
16,Deleiivery Truck,8/1/2016,74627,74627
11,Deleiivery Truck,6/17/2014,74628,74628
16,Deleiivery Truck,4/3/2015,74629,74629
1,Regular Air,9/11/2014,74630,74630
13,express Air,6/15/2015,74631,74631
18,express Air,11/28/2015,74632,74632
17,Deleiivery Truck,1/15/2017,74633,74633
14,Deleiivery Truck,11/12/2015,74634,74634
19,Deleiivery Truck,11/23/2014,74635,74635
4,Regular Air,11/18/2016,74636,74636
10,express Air,3/6/2017,74637,74637
6,Deleiivery Truck,7/24/2014,74638,74638
16,express Air,7/3/2016,74639,74639
16,Deleiivery Truck,3/1/2016,74640,74640
9,express Air,10/21/2014,74641,74641
15,Regular Air,5/29/2016,74642,74642
1,express Air,4/27/2014,74643,74643
9,Deleiivery Truck,1/27/2015,74644,74644
12,Regular Air,3/29/2017,74645,74645
15,express Air,5/3/2016,74646,74646
4,express Air,8/27/2014,74647,74647
16,Regular Air,5/1/2015,74648,74648
18,express Air,9/18/2014,74649,74649
3,Deleiivery Truck,11/3/2014,74650,74650
14,express Air,8/18/2014,74651,74651
5,Deleiivery Truck,12/26/2014,74652,74652
16,Deleiivery Truck,11/27/2015,74653,74653
9,Regular Air,3/25/2016,74654,74654
2,Regular Air,4/15/2014,74655,74655
4,Deleiivery Truck,12/20/2015,74656,74656
1,Regular Air,11/19/2015,74657,74657
13,express Air,8/5/2014,74658,74658
14,Regular Air,2/25/2015,74659,74659
4,express Air,3/30/2016,74660,74660
14,Deleiivery Truck,2/26/2015,74661,74661
9,Regular Air,1/8/2017,74662,74662
15,Deleiivery Truck,11/27/2014,74663,74663
14,Regular Air,12/29/2016,74664,74664
5,Deleiivery Truck,11/7/2015,74665,74665
6,Regular Air,6/4/2015,74666,74666
13,Regular Air,8/2/2015,74667,74667
18,Regular Air,5/22/2014,74668,74668
1,Deleiivery Truck,11/22/2016,74669,74669
11,express Air,11/8/2014,74670,74670
1,Regular Air,5/11/2016,74671,74671
15,Regular Air,2/10/2017,74672,74672
14,Deleiivery Truck,8/2/2015,74673,74673
2,express Air,10/21/2015,74674,74674
19,Regular Air,12/26/2015,74675,74675
19,Deleiivery Truck,12/30/2014,74676,74676
9,Regular Air,12/13/2014,74677,74677
14,Regular Air,4/3/2015,74678,74678
9,Regular Air,10/20/2014,74679,74679
16,Regular Air,10/26/2014,74680,74680
16,Regular Air,9/1/2015,74681,74681
17,Regular Air,1/27/2017,74682,74682
10,Deleiivery Truck,10/16/2015,74683,74683
12,Regular Air,5/28/2016,74684,74684
2,Regular Air,6/6/2016,74685,74685
7,Deleiivery Truck,12/28/2016,74686,74686
18,express Air,3/21/2016,74687,74687
11,express Air,2/8/2015,74688,74688
18,Regular Air,5/8/2015,74689,74689
8,express Air,11/29/2015,74690,74690
15,express Air,5/8/2014,74691,74691
3,Deleiivery Truck,1/5/2016,74692,74692
16,express Air,8/20/2016,74693,74693
13,Deleiivery Truck,7/29/2015,74694,74694
9,express Air,2/22/2015,74695,74695
9,Regular Air,1/22/2017,74696,74696
15,Regular Air,5/21/2015,74697,74697
6,express Air,7/9/2014,74698,74698
2,express Air,4/5/2016,74699,74699
2,Deleiivery Truck,3/12/2015,74700,74700
12,Deleiivery Truck,3/27/2016,74701,74701
16,Deleiivery Truck,6/30/2015,74702,74702
15,express Air,2/9/2017,74703,74703
15,express Air,9/17/2015,74704,74704
11,Regular Air,7/25/2016,74705,74705
17,Deleiivery Truck,9/28/2015,74706,74706
16,Regular Air,10/8/2015,74707,74707
3,express Air,4/13/2015,74708,74708
7,Deleiivery Truck,2/7/2016,74709,74709
8,Regular Air,11/7/2016,74710,74710
16,Deleiivery Truck,8/6/2016,74711,74711
16,Regular Air,6/8/2016,74712,74712
8,Deleiivery Truck,4/14/2014,74713,74713
11,Regular Air,2/23/2015,74714,74714
5,Deleiivery Truck,6/21/2016,74715,74715
16,Regular Air,12/9/2014,74716,74716
3,express Air,2/9/2017,74717,74717
15,Regular Air,5/4/2014,74718,74718
17,Deleiivery Truck,2/1/2015,74719,74719
12,express Air,2/24/2017,74720,74720
19,Regular Air,2/27/2017,74721,74721
14,express Air,11/8/2016,74722,74722
19,Deleiivery Truck,11/13/2014,74723,74723
12,Regular Air,7/25/2014,74724,74724
16,express Air,1/13/2017,74725,74725
17,express Air,4/25/2014,74726,74726
9,Deleiivery Truck,3/30/2016,74727,74727
16,Regular Air,7/16/2014,74728,74728
8,express Air,11/3/2016,74729,74729
8,Regular Air,8/12/2015,74730,74730
13,express Air,3/28/2016,74731,74731
16,Regular Air,3/9/2017,74732,74732
19,Deleiivery Truck,2/2/2017,74733,74733
11,Deleiivery Truck,3/23/2017,74734,74734
13,express Air,12/27/2014,74735,74735
2,Regular Air,10/6/2014,74736,74736
14,express Air,7/3/2016,74737,74737
10,express Air,8/25/2014,74738,74738
11,Deleiivery Truck,11/12/2014,74739,74739
14,express Air,11/11/2015,74740,74740
16,Deleiivery Truck,9/5/2015,74741,74741
5,Regular Air,8/23/2014,74742,74742
1,Regular Air,5/8/2016,74743,74743
7,express Air,6/13/2016,74744,74744
13,express Air,2/29/2016,74745,74745
18,Regular Air,12/11/2016,74746,74746
17,Regular Air,7/30/2016,74747,74747
12,Deleiivery Truck,2/6/2015,74748,74748
18,Regular Air,12/4/2015,74749,74749
14,Deleiivery Truck,3/26/2017,74750,74750
7,express Air,4/28/2015,74751,74751
15,express Air,3/30/2015,74752,74752
13,Regular Air,6/20/2014,74753,74753
7,Deleiivery Truck,12/29/2014,74754,74754
1,Regular Air,8/19/2015,74755,74755
7,Regular Air,4/26/2014,74756,74756
14,Deleiivery Truck,3/29/2017,74757,74757
8,express Air,9/28/2016,74758,74758
1,express Air,10/8/2016,74759,74759
13,express Air,10/2/2014,74760,74760
17,express Air,11/10/2015,74761,74761
1,Regular Air,11/10/2016,74762,74762
11,Regular Air,3/19/2015,74763,74763
16,express Air,6/5/2016,74764,74764
1,express Air,6/27/2015,74765,74765
3,Regular Air,3/6/2016,74766,74766
2,express Air,6/5/2014,74767,74767
4,Regular Air,4/10/2016,74768,74768
4,Deleiivery Truck,4/4/2016,74769,74769
5,Regular Air,11/21/2015,74770,74770
7,Regular Air,9/30/2015,74771,74771
4,express Air,7/10/2015,74772,74772
2,express Air,4/2/2017,74773,74773
3,express Air,4/21/2015,74774,74774
16,express Air,6/18/2015,74775,74775
13,Regular Air,10/8/2014,74776,74776
5,Deleiivery Truck,4/12/2014,74777,74777
7,express Air,12/2/2014,74778,74778
1,Deleiivery Truck,4/12/2014,74779,74779
5,express Air,11/5/2015,74780,74780
18,express Air,7/5/2015,74781,74781
7,Regular Air,5/19/2015,74782,74782
13,Deleiivery Truck,7/12/2015,74783,74783
10,express Air,2/18/2016,74784,74784
14,Regular Air,7/24/2016,74785,74785
10,Regular Air,4/6/2015,74786,74786
18,Deleiivery Truck,11/3/2015,74787,74787
4,Regular Air,2/9/2017,74788,74788
17,express Air,3/3/2015,74789,74789
11,express Air,11/6/2015,74790,74790
14,express Air,4/22/2015,74791,74791
6,Regular Air,8/19/2015,74792,74792
12,Regular Air,7/1/2016,74793,74793
3,Regular Air,3/30/2017,74794,74794
13,Deleiivery Truck,4/14/2014,74795,74795
14,express Air,2/14/2016,74796,74796
1,Regular Air,1/6/2015,74797,74797
8,Deleiivery Truck,11/17/2015,74798,74798
11,express Air,2/21/2017,74799,74799
3,express Air,6/25/2014,74800,74800
8,express Air,12/4/2014,74801,74801
2,Deleiivery Truck,10/27/2014,74802,74802
13,Regular Air,1/19/2015,74803,74803
1,Regular Air,3/18/2015,74804,74804
19,Regular Air,7/15/2016,74805,74805
8,Deleiivery Truck,10/13/2014,74806,74806
8,Deleiivery Truck,10/31/2015,74807,74807
10,express Air,7/21/2015,74808,74808
19,express Air,12/18/2014,74809,74809
15,Regular Air,6/5/2015,74810,74810
18,Regular Air,4/24/2015,74811,74811
19,express Air,5/10/2016,74812,74812
2,Regular Air,1/29/2017,74813,74813
19,Deleiivery Truck,1/2/2017,74814,74814
7,Regular Air,3/27/2016,74815,74815
5,Regular Air,7/13/2016,74816,74816
3,Regular Air,8/16/2016,74817,74817
6,Deleiivery Truck,4/4/2016,74818,74818
8,Deleiivery Truck,10/15/2016,74819,74819
17,Deleiivery Truck,6/6/2015,74820,74820
14,Regular Air,8/31/2014,74821,74821
18,Deleiivery Truck,5/21/2016,74822,74822
18,express Air,8/18/2015,74823,74823
15,Regular Air,9/4/2016,74824,74824
3,express Air,4/23/2015,74825,74825
16,Deleiivery Truck,8/10/2015,74826,74826
5,Deleiivery Truck,9/3/2016,74827,74827
7,express Air,12/4/2014,74828,74828
1,Deleiivery Truck,3/25/2016,74829,74829
11,Regular Air,1/8/2015,74830,74830
12,Regular Air,3/8/2015,74831,74831
8,Deleiivery Truck,7/2/2015,74832,74832
11,Deleiivery Truck,2/18/2017,74833,74833
18,Deleiivery Truck,2/25/2017,74834,74834
6,express Air,8/19/2016,74835,74835
8,express Air,2/23/2017,74836,74836
9,express Air,5/14/2014,74837,74837
7,express Air,7/3/2014,74838,74838
18,Regular Air,3/4/2017,74839,74839
6,Regular Air,8/8/2014,74840,74840
7,Deleiivery Truck,7/1/2016,74841,74841
14,express Air,3/29/2017,74842,74842
8,Regular Air,7/18/2016,74843,74843
14,Regular Air,5/13/2015,74844,74844
19,express Air,9/7/2014,74845,74845
15,Deleiivery Truck,1/12/2015,74846,74846
14,Regular Air,8/26/2016,74847,74847
5,Regular Air,11/21/2014,74848,74848
4,express Air,1/13/2016,74849,74849
8,Regular Air,8/15/2014,74850,74850
10,Regular Air,1/25/2015,74851,74851
5,express Air,12/13/2015,74852,74852
8,express Air,8/13/2016,74853,74853
5,express Air,4/12/2016,74854,74854
18,Deleiivery Truck,6/16/2015,74855,74855
9,Regular Air,8/3/2015,74856,74856
15,Regular Air,8/15/2015,74857,74857
1,Regular Air,2/28/2015,74858,74858
4,Regular Air,8/5/2014,74859,74859
15,Regular Air,4/25/2015,74860,74860
13,Regular Air,11/11/2016,74861,74861
5,Regular Air,4/21/2015,74862,74862
19,Regular Air,5/20/2014,74863,74863
8,Deleiivery Truck,10/22/2016,74864,74864
12,express Air,5/17/2016,74865,74865
12,Regular Air,12/19/2016,74866,74866
18,Regular Air,8/3/2016,74867,74867
14,express Air,4/19/2015,74868,74868
8,Regular Air,12/22/2014,74869,74869
4,express Air,7/30/2014,74870,74870
18,Regular Air,1/5/2015,74871,74871
19,Regular Air,6/2/2015,74872,74872
12,express Air,5/3/2014,74873,74873
12,Deleiivery Truck,2/10/2017,74874,74874
15,Regular Air,5/4/2015,74875,74875
5,express Air,1/30/2016,74876,74876
2,Deleiivery Truck,5/12/2014,74877,74877
18,Deleiivery Truck,7/14/2014,74878,74878
15,Regular Air,12/3/2014,74879,74879
1,Deleiivery Truck,4/25/2016,74880,74880
13,Regular Air,2/3/2017,74881,74881
15,Deleiivery Truck,11/29/2016,74882,74882
19,Deleiivery Truck,4/21/2014,74883,74883
15,express Air,12/29/2016,74884,74884
12,Deleiivery Truck,2/7/2015,74885,74885
2,Deleiivery Truck,12/12/2014,74886,74886
16,Deleiivery Truck,9/20/2014,74887,74887
17,Regular Air,9/25/2015,74888,74888
12,Deleiivery Truck,2/11/2017,74889,74889
16,Regular Air,3/31/2015,74890,74890
16,Deleiivery Truck,10/11/2014,74891,74891
18,express Air,7/13/2014,74892,74892
15,express Air,11/14/2015,74893,74893
2,express Air,9/8/2016,74894,74894
5,Deleiivery Truck,6/11/2016,74895,74895
11,Regular Air,6/13/2014,74896,74896
3,Regular Air,5/12/2016,74897,74897
13,Deleiivery Truck,10/20/2014,74898,74898
11,Deleiivery Truck,5/20/2016,74899,74899
15,Regular Air,9/26/2014,74900,74900
18,express Air,4/5/2015,74901,74901
7,express Air,12/7/2014,74902,74902
4,express Air,4/6/2016,74903,74903
8,express Air,5/22/2014,74904,74904
15,Regular Air,10/6/2016,74905,74905
11,Regular Air,2/5/2015,74906,74906
3,Regular Air,2/7/2016,74907,74907
17,express Air,3/7/2015,74908,74908
5,Regular Air,2/26/2015,74909,74909
14,Regular Air,11/11/2015,74910,74910
13,Regular Air,3/1/2017,74911,74911
15,express Air,3/19/2015,74912,74912
13,Regular Air,9/16/2015,74913,74913
10,Regular Air,3/29/2016,74914,74914
1,express Air,11/10/2014,74915,74915
5,Regular Air,12/3/2015,74916,74916
10,Regular Air,3/27/2017,74917,74917
9,Deleiivery Truck,9/2/2015,74918,74918
1,Deleiivery Truck,9/20/2016,74919,74919
4,Regular Air,11/29/2015,74920,74920
1,Deleiivery Truck,10/21/2014,74921,74921
2,express Air,8/17/2016,74922,74922
9,Deleiivery Truck,10/20/2016,74923,74923
12,express Air,5/26/2016,74924,74924
4,Regular Air,1/3/2016,74925,74925
1,express Air,9/19/2015,74926,74926
4,Regular Air,1/17/2015,74927,74927
1,Regular Air,12/31/2014,74928,74928
9,Regular Air,5/2/2014,74929,74929
2,Deleiivery Truck,2/14/2016,74930,74930
7,Deleiivery Truck,8/4/2016,74931,74931
14,Deleiivery Truck,10/22/2015,74932,74932
18,Deleiivery Truck,10/29/2015,74933,74933
10,Regular Air,12/15/2014,74934,74934
3,Deleiivery Truck,6/27/2016,74935,74935
1,Deleiivery Truck,11/13/2016,74936,74936
11,Deleiivery Truck,2/26/2015,74937,74937
15,express Air,2/17/2015,74938,74938
9,express Air,10/18/2014,74939,74939
13,Deleiivery Truck,4/16/2016,74940,74940
14,express Air,3/10/2015,74941,74941
4,Regular Air,7/27/2016,74942,74942
13,Deleiivery Truck,3/23/2015,74943,74943
19,express Air,9/27/2016,74944,74944
8,Deleiivery Truck,4/2/2015,74945,74945
10,Regular Air,11/11/2016,74946,74946
12,Deleiivery Truck,8/5/2015,74947,74947
6,express Air,6/27/2016,74948,74948
8,Deleiivery Truck,10/10/2014,74949,74949
17,express Air,11/2/2014,74950,74950
16,express Air,4/21/2015,74951,74951
8,Regular Air,10/8/2016,74952,74952
1,Regular Air,6/10/2016,74953,74953
17,express Air,11/10/2016,74954,74954
13,Regular Air,10/15/2016,74955,74955
4,Regular Air,8/5/2015,74956,74956
7,Deleiivery Truck,11/17/2016,74957,74957
4,Deleiivery Truck,8/30/2014,74958,74958
16,Regular Air,6/6/2015,74959,74959
15,express Air,1/21/2015,74960,74960
2,Regular Air,1/7/2015,74961,74961
8,express Air,2/25/2017,74962,74962
2,express Air,9/29/2016,74963,74963
9,express Air,6/12/2014,74964,74964
18,Deleiivery Truck,6/23/2016,74965,74965
17,Deleiivery Truck,2/20/2016,74966,74966
7,Deleiivery Truck,8/16/2016,74967,74967
3,express Air,10/16/2015,74968,74968
18,express Air,2/2/2015,74969,74969
3,express Air,6/30/2015,74970,74970
5,Regular Air,2/9/2015,74971,74971
9,Deleiivery Truck,4/22/2016,74972,74972
3,express Air,9/11/2016,74973,74973
13,Regular Air,1/12/2016,74974,74974
9,Regular Air,3/12/2017,74975,74975
13,express Air,4/7/2014,74976,74976
17,Regular Air,12/9/2015,74977,74977
1,Regular Air,2/22/2016,74978,74978
1,express Air,2/23/2016,74979,74979
9,express Air,8/22/2014,74980,74980
17,Deleiivery Truck,6/18/2014,74981,74981
18,express Air,8/26/2015,74982,74982
5,Regular Air,7/16/2015,74983,74983
3,express Air,3/16/2015,74984,74984
13,Deleiivery Truck,1/1/2016,74985,74985
19,Regular Air,8/17/2016,74986,74986
7,Deleiivery Truck,8/8/2014,74987,74987
18,express Air,11/26/2014,74988,74988
6,express Air,2/6/2017,74989,74989
11,Regular Air,4/11/2015,74990,74990
18,Deleiivery Truck,2/27/2015,74991,74991
16,express Air,12/1/2015,74992,74992
10,Regular Air,7/22/2015,74993,74993
2,Deleiivery Truck,2/27/2015,74994,74994
12,Regular Air,7/2/2015,74995,74995
9,express Air,1/1/2015,74996,74996
13,Deleiivery Truck,2/8/2017,74997,74997
8,Deleiivery Truck,9/25/2014,74998,74998
12,Regular Air,10/27/2016,74999,74999
3,Deleiivery Truck,8/14/2015,75000,75000
10,express Air,5/6/2016,75001,75001
13,express Air,2/8/2017,75002,75002
7,Deleiivery Truck,7/28/2014,75003,75003
12,express Air,10/2/2014,75004,75004
4,Regular Air,2/16/2016,75005,75005
16,Regular Air,10/15/2014,75006,75006
6,Regular Air,1/7/2015,75007,75007
18,Regular Air,11/4/2015,75008,75008
10,Regular Air,10/15/2016,75009,75009
11,Deleiivery Truck,11/29/2016,75010,75010
8,express Air,8/1/2015,75011,75011
15,Regular Air,1/2/2015,75012,75012
10,express Air,4/10/2014,75013,75013
14,Deleiivery Truck,3/10/2015,75014,75014
3,Deleiivery Truck,7/19/2015,75015,75015
16,express Air,2/9/2015,75016,75016
7,Deleiivery Truck,12/12/2015,75017,75017
1,Regular Air,5/28/2014,75018,75018
5,express Air,7/13/2015,75019,75019
19,Regular Air,1/4/2017,75020,75020
16,Regular Air,8/7/2016,75021,75021
9,express Air,8/18/2014,75022,75022
10,Deleiivery Truck,11/19/2016,75023,75023
19,express Air,9/22/2015,75024,75024
13,Regular Air,6/13/2014,75025,75025
3,Deleiivery Truck,4/4/2016,75026,75026
16,Deleiivery Truck,7/16/2014,75027,75027
19,Regular Air,9/25/2016,75028,75028
3,Deleiivery Truck,5/21/2015,75029,75029
12,express Air,2/19/2017,75030,75030
13,Deleiivery Truck,3/4/2017,75031,75031
1,express Air,9/2/2015,75032,75032
19,Deleiivery Truck,9/6/2014,75033,75033
12,Deleiivery Truck,7/15/2015,75034,75034
15,express Air,3/2/2017,75035,75035
5,Deleiivery Truck,12/1/2016,75036,75036
10,express Air,7/16/2016,75037,75037
4,express Air,10/24/2015,75038,75038
9,express Air,12/8/2016,75039,75039
3,express Air,9/21/2014,75040,75040
3,Deleiivery Truck,2/6/2017,75041,75041
2,Deleiivery Truck,11/24/2015,75042,75042
15,express Air,12/20/2014,75043,75043
16,express Air,2/27/2015,75044,75044
18,express Air,5/17/2015,75045,75045
1,Regular Air,9/12/2014,75046,75046
12,express Air,3/17/2016,75047,75047
2,Regular Air,12/16/2015,75048,75048
13,Regular Air,12/30/2015,75049,75049
9,express Air,7/24/2016,75050,75050
8,Deleiivery Truck,3/24/2016,75051,75051
5,Regular Air,2/27/2015,75052,75052
7,Deleiivery Truck,4/23/2015,75053,75053
9,express Air,5/29/2015,75054,75054
3,express Air,7/11/2014,75055,75055
12,Deleiivery Truck,8/5/2015,75056,75056
9,express Air,4/20/2014,75057,75057
18,Regular Air,10/29/2016,75058,75058
5,express Air,1/28/2016,75059,75059
14,Regular Air,4/23/2016,75060,75060
17,Deleiivery Truck,4/29/2015,75061,75061
9,express Air,2/22/2015,75062,75062
1,Regular Air,2/22/2015,75063,75063
8,Deleiivery Truck,8/10/2014,75064,75064
18,express Air,2/25/2017,75065,75065
16,Deleiivery Truck,7/23/2015,75066,75066
5,Deleiivery Truck,2/24/2015,75067,75067
18,express Air,12/21/2016,75068,75068
7,express Air,2/15/2016,75069,75069
10,Deleiivery Truck,9/14/2014,75070,75070
16,Regular Air,3/11/2017,75071,75071
12,express Air,6/3/2014,75072,75072
3,Regular Air,2/6/2016,75073,75073
1,express Air,1/30/2017,75074,75074
3,express Air,10/22/2015,75075,75075
10,Deleiivery Truck,12/19/2015,75076,75076
3,Deleiivery Truck,11/3/2015,75077,75077
8,Deleiivery Truck,11/13/2016,75078,75078
17,Deleiivery Truck,3/12/2016,75079,75079
3,Deleiivery Truck,9/8/2015,75080,75080
10,express Air,11/6/2014,75081,75081
19,express Air,7/1/2016,75082,75082
13,Regular Air,6/27/2014,75083,75083
17,Regular Air,1/15/2015,75084,75084
12,express Air,7/6/2015,75085,75085
11,Regular Air,1/22/2017,75086,75086
10,Deleiivery Truck,9/5/2014,75087,75087
17,Regular Air,12/28/2014,75088,75088
3,express Air,4/22/2015,75089,75089
17,express Air,1/30/2015,75090,75090
18,express Air,9/30/2016,75091,75091
19,Regular Air,1/13/2016,75092,75092
16,Regular Air,5/7/2014,75093,75093
5,Deleiivery Truck,7/30/2015,75094,75094
18,Regular Air,6/5/2015,75095,75095
4,express Air,3/18/2015,75096,75096
19,Deleiivery Truck,3/2/2017,75097,75097
8,Regular Air,4/20/2014,75098,75098
7,Deleiivery Truck,6/13/2014,75099,75099
8,Regular Air,3/22/2017,75100,75100
4,Regular Air,10/1/2016,75101,75101
15,express Air,11/9/2014,75102,75102
5,Deleiivery Truck,4/24/2014,75103,75103
12,express Air,7/19/2014,75104,75104
7,Deleiivery Truck,5/23/2015,75105,75105
3,Deleiivery Truck,7/18/2015,75106,75106
7,Deleiivery Truck,10/7/2014,75107,75107
18,express Air,5/29/2015,75108,75108
13,Deleiivery Truck,3/15/2017,75109,75109
9,express Air,2/10/2016,75110,75110
9,express Air,6/16/2015,75111,75111
16,Regular Air,5/28/2015,75112,75112
6,Regular Air,11/23/2014,75113,75113
5,Regular Air,5/7/2014,75114,75114
4,express Air,10/27/2014,75115,75115
18,Deleiivery Truck,5/16/2014,75116,75116
5,express Air,9/9/2015,75117,75117
16,Deleiivery Truck,7/7/2014,75118,75118
4,Regular Air,8/31/2016,75119,75119
1,express Air,3/22/2015,75120,75120
15,Deleiivery Truck,7/7/2015,75121,75121
7,Regular Air,2/25/2015,75122,75122
17,Deleiivery Truck,11/29/2014,75123,75123
1,express Air,2/21/2015,75124,75124
9,Regular Air,4/30/2015,75125,75125
13,express Air,8/15/2015,75126,75126
19,Deleiivery Truck,1/26/2016,75127,75127
10,Regular Air,8/28/2016,75128,75128
16,express Air,4/8/2015,75129,75129
13,Regular Air,12/31/2016,75130,75130
6,Deleiivery Truck,1/27/2017,75131,75131
12,express Air,2/11/2016,75132,75132
17,Deleiivery Truck,3/24/2016,75133,75133
19,express Air,3/1/2017,75134,75134
14,Deleiivery Truck,6/4/2014,75135,75135
14,Deleiivery Truck,6/18/2015,75136,75136
7,express Air,8/5/2016,75137,75137
14,Deleiivery Truck,12/9/2015,75138,75138
5,Regular Air,6/7/2016,75139,75139
16,Regular Air,1/12/2015,75140,75140
13,Regular Air,9/24/2015,75141,75141
13,express Air,3/18/2015,75142,75142
12,Deleiivery Truck,8/19/2015,75143,75143
